id_parc;nom_usuel;code_insee;nom_commune;code_dept;code_reg;date_delivrance_recipisse_prefecture;date_depot_demande_autorisation;date_delivrance_avis_autorite_environnementale;date_delivrance_rejet;date_delivrance_autorisation;date_delivrance_refus;date_debut_construction;date_mise_en_service;date_debut_demantelement;date_cessation_activite;etat_parc;statut_admin;statut_parc;date_arrete_prefectoral_complementaire;contentieux;repowering;repowering_substantiel;repowering_notable;type;date_depot_demande_autorisation_repowering;date_repowering;date_delivrance_avis_autorite_environnementale_repowering;date_delivrance_autorisation_repowering;nom_exploitant;siret;date_maj
0005107618;PARC EOLIEN DU MELIER;80456;LAFRESGUIMONT ST MARTIN;80;32;;2006-06-22;2006-08-08;;2015-03-13;;2015-12-10;2016-11-29;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Parc Eolien Du Melier;49118146700052;2022-10-27
0005107621;VOLKSWIND Service France (gest. exploit);80193;CHIRMONT;80;32;;2005-09-07;;;2007-06-18;;2008-12-01;2009-07-31;;;;Autorisation;En instruction;;;;;;;;;;;Ferme éolienne du Val de Noye 2;48290253300033;2022-10-19
0005107621;VOLKSWIND Service France (gest. exploit);80494;LOUVRECHY;80;32;;2005-09-07;;;2007-06-18;;2008-12-01;2009-07-31;;;;Autorisation;En instruction;;;;;;;;;;;Ferme éolienne du Val de Noye 2;48290253300033;2022-10-19
0005107621;VOLKSWIND Service France (gest. exploit);80740;SOURDON;80;32;;2005-09-07;;;2007-06-18;;2008-12-01;2009-07-31;;;;Autorisation;En instruction;;;;;;;;;;;Ferme éolienne du Val de Noye 2;48290253300033;2022-10-19
0005107622;CENTRALE EOLIENNE DU MAGREMONT;80071;BEAUVAL;80;32;;2009-03-31;2009-04-01;;2009-04-02;;2012-06-27;2012-11-27;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-20
0005107622;CENTRALE EOLIENNE DU MAGREMONT;80584;NAOURS;80;32;;2009-03-31;2009-04-01;;2009-04-02;;2012-06-27;2012-11-27;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-20
0005107623;Barly;80055;BARLY;80;32;;2014-05-02;;;;;;2018-05-01;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-09-21
0005107637;PARC EOLIEN LISLET 1;02433;LISLET;02;32;;2003-03-10;;;2005-07-13;;2007-05-15;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-13
0005107637;PARC EOLIEN LISLET 1;02502;MONTCORNET;02;32;;2003-03-10;;;2005-07-13;;2007-05-15;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-13
0005107638;Parc éolien de Lehaucourt;02374;LEHAUCOURT;02;32;;2005-02-23;;;2013-05-06;;;2007-03-25;;;;Autorisation;En instruction;;;false;false;false;;;;;;AERODIS;45094507600138;2022-10-21
0005107639;SAS EGM WIND;02124;BRISSY HAMEGICOURT;02;32;;2006-05-16;;;;;2008-04-21;2008-10-31;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0005107640;SAS EGM WIND;02717;SERY LES MEZIERES;02;32;;2006-05-16;;;;;2008-07-28;2008-11-18;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0005107641;SAS EGM WIND;02648;RIBEMONT;02;32;;2006-05-16;;;;;2008-04-21;2008-11-18;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0005107642;SAS EGM WIND;02813;VILLERS LE SEC;02;32;;2006-05-16;;;;;2008-07-28;2008-12-18;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0005107645;Ferme Eolienne des Villes d'Oyses SAS;02002;ACHERY;02;32;;2012-03-21;;;;;2015-01-12;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0005107645;Ferme Eolienne des Villes d'Oyses SAS;02017;ANGUILCOURT LE SART;02;32;;2012-03-21;;;;;2015-01-12;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0005107645;Ferme Eolienne des Villes d'Oyses SAS;02473;MAYOT;02;32;;2012-03-21;;;;;2015-01-12;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0005107647;Ferme Eolienne de la Haute Epine;02281;L EPINE AUX BOIS;02;32;;2010-12-16;;;2012-04-23;;2017-05-15;2018-03-25;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-19
0005107650;Parc éolien des Terres Noires;02287;ESSIGNY-LE-GRAND;02;32;;2006-07-07;;;2012-09-27;;2016-08-08;2017-08-08;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-19
0005107650;Parc éolien des Terres Noires;02756;URVILLERS;02;32;;2006-07-07;;;2012-09-27;;2016-08-08;2017-08-08;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-19
0005107651;PARC EOLIEN ENERGIE MONTAGNE GAILLARD;80271;EPEHY;80;32;;2011-07-11;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energie Montagne Gaillard;50823708800028;2022-10-18
0005107651;PARC EOLIEN ENERGIE MONTAGNE GAILLARD;80802;VILLERS-FAUCON;80;32;;2011-07-11;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energie Montagne Gaillard;50823708800028;2022-10-18
0005107656;PARC EOLIEN DE SAINT RIQUIER 2;80133;BRAILLY CORNEHOTTE;80;32;;2005-01-25;;;2005-06-02;;2010-02-01;2011-02-01;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-19
0005107656;PARC EOLIEN DE SAINT RIQUIER 2;80396;GUESCHART;80;32;;2005-01-25;;;2005-06-02;;2010-02-01;2011-02-01;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-19
0005107657;PARC EOLIEN DU HAUT PLATEAU PICARD 1 SAS;80535;LE MESGE;80;32;;2010-08-31;;;;;2014-08-25;;;;;Autorisation;En instruction;;;;;;;;;;;Ferme éolienne du Haut Plateau Picard;497902957;2022-10-22
0005107658;BORALEX - Bougainville Repowering;80119;BOUGAINVILLE;80;32;;2018-01-08;2019-04-12;;2020-01-14;;2021-12-06;2022-09-30;;;En exploitation;Autorisation;Autorisé;;;true;true;;S;2018-01-08;2022-09-30;2019-04-12;2020-01-14;Exploitant anonymisé;;2022-11-09
0005107675;Parc éolien Eole Paradis du Plessis;80273;EPLESSIER;80;32;;2007-05-03;;;;;;2016-12-07;;;;Autorisation;En instruction;;;;;;;;;;;Eole du Paradis du Plessis;51932002200105;2022-10-28
0005107676;PARC EOLIEN de Montagne-Fayel (EDPR);80256;DREUIL-LES-AMIENS;80;32;;2012-11-19;2012-11-20;;2012-12-28;;;2016-03-29;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;;2022-10-22
0005107676;PARC EOLIEN de Montagne-Fayel (EDPR);80554;MOLLIENS-DREUIL;80;32;;2012-11-19;2012-11-20;;2012-12-28;;;2016-03-29;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;;2022-10-22
0005107676;PARC EOLIEN de Montagne-Fayel (EDPR);80559;MONTAGNE FAYEL;80;32;;2012-11-19;2012-11-20;;2012-12-28;;;2016-03-29;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;;2022-10-22
0005107685;Chemin du Bois Hubert;60014;ANGIVILLERS;60;32;;2007-03-06;;;;;;2015-05-22;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0005107685;Chemin du Bois Hubert;60498;LE PLESSIER-SUR-SAINT-JUST;60;32;;2007-03-06;;;;;;2015-05-22;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0005107685;Chemin du Bois Hubert;60364;LIEUVILLERS;60;32;;2007-03-06;;;;;;2015-05-22;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0005107685;Chemin du Bois Hubert;60653;VALESCOURT;60;32;;2007-03-06;;;;;;2015-05-22;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0005107689;ENERGIE DE CHOLLETZ;60160;CONCHY-LES-POTS;60;32;;2011-02-08;2011-02-24;;2013-01-17;;2015-03-10;2015-10-09;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Energie des Cholletz;;2022-10-25
0005107695;PARC EOLIEN PLEIN VENT LONGUE EPINE;80251;DOUDELAINVILLE;80;32;;2002-11-19;;;;;2005-03-15;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-04
0005107695;PARC EOLIEN PLEIN VENT LONGUE EPINE;80354;FRESNES-TILLOLOY;80;32;;2002-11-19;;;;;2005-03-15;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-04
0005107695;PARC EOLIEN PLEIN VENT LONGUE EPINE;80710;ST MAXENT;80;32;;2002-11-19;;;;;2005-03-15;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-04
0005107698;LA COUTURELLE - Biaches - Flaucourt - Haut de Somme 2;80054;BARLEUX;80;32;;2009-02-20;;;;;;2017-02-01;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-09-22
0005107698;LA COUTURELLE - Biaches - Flaucourt - Haut de Somme 2;80102;BIACHES;80;32;;2009-02-20;;;;;;2017-02-01;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-09-22
0005107698;LA COUTURELLE - Biaches - Flaucourt - Haut de Somme 2;80313;FLAUCOURT;80;32;;2009-02-20;;;;;;2017-02-01;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-09-22
0005107700;PARC EOLIEN DE VIMES AU VAL BUQUET;80809;VISMES;80;32;;2013-07-07;2013-09-06;;2013-12-16;;2015-04-01;2016-07-07;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;FERME EOLIENNE DU BUQUET (VISMES AU VAL);;2022-07-20
0005107701;Parc éolien d'ARGUEL;80026;ARGUEL;80;32;;2007-04-23;;;2010-01-20;;2015-06-01;2017-02-21;;;;Autorisation;En instruction;;;;;;;;;;;FE ARGUEL;;2022-07-20
0005107701;Parc éolien d'ARGUEL;80709;SAINT-MAULVIS;80;32;;2007-04-23;;;2010-01-20;;2015-06-01;2017-02-21;;;;Autorisation;En instruction;;;;;;;;;;;FE ARGUEL;;2022-07-20
0005107713;FERME EOLIENNE  DU CHAMP DION;60268;GANNES;60;32;;2007-06-14;;;;;2010-08-30;2012-12-07;;;;Autorisation;En instruction;;;;;;;;;;;Ferme Eolienne La Croisette;495354078;2022-07-20
0005107713;FERME EOLIENNE  DU CHAMP DION;60522;QUINQUEMPOIX;60;32;;2007-06-14;;;;;2010-08-30;2012-12-07;;;;Autorisation;En instruction;;;;;;;;;;;Ferme Eolienne La Croisette;495354078;2022-07-20
0005107713;FERME EOLIENNE  DU CHAMP DION;60581;ST JUST EN CHAUSSEE;60;32;;2007-06-14;;;;;2010-08-30;2012-12-07;;;;Autorisation;En instruction;;;;;;;;;;;Ferme Eolienne La Croisette;495354078;2022-07-20
0005107714;SOCIETE FERME EOLIENNE DE LA CROISETTE;60017;ANSAUVILLERS;60;32;;2007-06-14;;;;;2010-08-30;;;;;Autorisation;En instruction;;;;;;;;;;;Ferme Eolienne La Croisette;495354078;2022-07-20
0005107714;SOCIETE FERME EOLIENNE DE LA CROISETTE;60268;GANNES;60;32;;2007-06-14;;;;;2010-08-30;;;;;Autorisation;En instruction;;;;;;;;;;;Ferme Eolienne La Croisette;495354078;2022-07-20
0005107714;SOCIETE FERME EOLIENNE DE LA CROISETTE;60522;QUINQUEMPOIX;60;32;;2007-06-14;;;;;2010-08-30;;;;;Autorisation;En instruction;;;;;;;;;;;Ferme Eolienne La Croisette;495354078;2022-07-20
0005107714;SOCIETE FERME EOLIENNE DE LA CROISETTE;60581;ST JUST EN CHAUSSEE;60;32;;2007-06-14;;;;;2010-08-30;;;;;Autorisation;En instruction;;;;;;;;;;;Ferme Eolienne La Croisette;495354078;2022-07-20
0005107719;VSB énergies nouvelles;80005;AGENVILLE;80;32;;2005-06-29;2009-11-12;;2009-11-13;;2012-12-21;2014-04-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-19
0005107722;PARC EOLIEN DU CHEMIN DE L'ORMELET BRASSY;80134;BRASSY;80;32;;2010-10-05;;;2012-12-18;;2016-02-01;2017-02-07;;;;Autorisation;En instruction;;;;;;;;;;;PARC EOLIEN DU CHEMIN DE L'ORMELET;;2022-09-06
0005107722;PARC EOLIEN DU CHEMIN DE L'ORMELET BRASSY;80219;COURCELLES-SOUS-THOIX;80;32;;2010-10-05;;;2012-12-18;;2016-02-01;2017-02-07;;;;Autorisation;En instruction;;;;;;;;;;;PARC EOLIEN DU CHEMIN DE L'ORMELET;;2022-09-06
0005107722;PARC EOLIEN DU CHEMIN DE L'ORMELET BRASSY;80734;SENTELIE;80;32;;2010-10-05;;;2012-12-18;;2016-02-01;2017-02-07;;;;Autorisation;En instruction;;;;;;;;;;;PARC EOLIEN DU CHEMIN DE L'ORMELET;;2022-09-06
0005107722;PARC EOLIEN DU CHEMIN DE L'ORMELET BRASSY;80757;THOIX;80;32;;2010-10-05;;;2012-12-18;;2016-02-01;2017-02-07;;;;Autorisation;En instruction;;;;;;;;;;;PARC EOLIEN DU CHEMIN DE L'ORMELET;;2022-09-06
0005107723;PARC EOLIEN DE QUESNOY SUR AIRAINES 2;80655;QUESNOY SUR AIRAINES;80;32;;2007-09-04;2008-04-16;;2010-08-31;;2011-10-10;2012-05-25;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;ERG France ;;2022-10-28
0005107726;Parc éolien Rethonvillers 3;80053;BALATRE;80;32;;2007-06-01;;;2010-04-23;;2011-05-02;2012-09-10;;;;Autorisation;En instruction;;;;;;;;;;;FE de l'Epinette;;2022-10-05
0005107726;Parc éolien Rethonvillers 3;80393;GRUNY;80;32;;2007-06-01;;;2010-04-23;;2011-05-02;2012-09-10;;;;Autorisation;En instruction;;;;;;;;;;;FE de l'Epinette;;2022-10-05
0005107726;Parc éolien Rethonvillers 3;80508;MARCHE ALLOUARDE;80;32;;2007-06-01;;;2010-04-23;;2011-05-02;2012-09-10;;;;Autorisation;En instruction;;;;;;;;;;;FE de l'Epinette;;2022-10-05
0005107726;Parc éolien Rethonvillers 3;80669;RETHONVILLERS;80;32;;2007-06-01;;;2010-04-23;;2011-05-02;2012-09-10;;;;Autorisation;En instruction;;;;;;;;;;;FE de l'Epinette;;2022-10-05
0005107727;PARC EOLIEN DE L'EPINETTE;80053;BALATRE;80;32;;2007-06-01;;;2010-04-23;;2011-05-02;2012-09-10;;;;Autorisation;En instruction;;;;;;;;;;;FE de l'Epinette;;2022-10-05
0005107727;PARC EOLIEN DE L'EPINETTE;80393;GRUNY;80;32;;2007-06-01;;;2010-04-23;;2011-05-02;2012-09-10;;;;Autorisation;En instruction;;;;;;;;;;;FE de l'Epinette;;2022-10-05
0005107727;PARC EOLIEN DE L'EPINETTE;80508;MARCHE ALLOUARDE;80;32;;2007-06-01;;;2010-04-23;;2011-05-02;2012-09-10;;;;Autorisation;En instruction;;;;;;;;;;;FE de l'Epinette;;2022-10-05
0005107727;PARC EOLIEN DE L'EPINETTE;80669;RETHONVILLERS;80;32;;2007-06-01;;;2010-04-23;;2011-05-02;2012-09-10;;;;Autorisation;En instruction;;;;;;;;;;;FE de l'Epinette;;2022-10-05
0005107728;PARC EOLIEN DE MAISNIERES I (IWB);80362;FRETTEMEULE;80;32;;2004-02-02;2004-12-02;;;;;2006-06-29;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-08-13
0005107728;PARC EOLIEN DE MAISNIERES I (IWB);80500;MAISNIERES;80;32;;2004-02-02;2004-12-02;;;;;2006-06-29;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-08-13
0005107728;PARC EOLIEN DE MAISNIERES I (IWB);80760;TILLOY-FLORIVILLE;80;32;;2004-02-02;2004-12-02;;;;;2006-06-29;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-08-13
0005107729;ENERTRAG Aisne I SCS et SECE.RB.SCS;02446;LY-FONTAINE;02;32;;2010-07-07;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-09-17
0005107729;ENERTRAG Aisne I SCS et SECE.RB.SCS;02639;REMIGNY;02;32;;2010-07-07;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-09-17
0005107730;PARC EOLIEN DE RAMBURES;80663;RAMBURES;80;32;;2005-08-06;2008-01-02;;;;2009-04-01;2010-01-28;;;;Autorisation;En instruction;;;;;;;;;;;FE DE RAMBURES;;2022-07-20
0005107731;PETIT TERROIR 1;80527;MENESLIES;80;32;;2004-03-03;;;;;;2008-07-23;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-09-23
0005107732;MIROIR 1 & 2;80241;DOMART EN PONTHIEU;80;32;;2005-08-25;;;;;;2010-04-20;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-01
0005107732;MIROIR 1 & 2;80706;ST LEGER LES DOMART;80;32;;2005-08-25;;;;;;2010-04-20;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-01
0005107734;Saint Riquier 3;80396;GUESCHART;80;32;;2005-01-25;2005-10-03;;2009-12-23;;2013-04-03;2013-12-17;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;ERG France;528615057;2022-10-27
0005107734;Saint Riquier 3;80599;NOYELLES-EN-CHAUSSEE;80;32;;2005-01-25;2005-10-03;;2009-12-23;;2013-04-03;2013-12-17;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;ERG France;528615057;2022-10-27
0005107738;Saint Riquier 4;80396;GUESCHART;80;32;;2005-01-25;2005-10-03;;2009-12-23;;2013-04-03;2013-12-17;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;ERG France;528615040;2022-10-27
0005107738;Saint Riquier 4;80599;NOYELLES-EN-CHAUSSEE;80;32;;2005-01-25;2005-10-03;;2009-12-23;;2013-04-03;2013-12-17;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;ERG France;528615040;2022-10-27
0005107767;Chemin des Haguenets;60366;LITZ;60;32;;2004-07-12;;;;;;2009-05-25;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-17
0005107767;Chemin des Haguenets;60530;REMERANGLES;60;32;;2004-07-12;;;;;;2009-05-25;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-17
0005107768;Chemin Haguenets Sud;60366;LITZ;60;32;;2020-07-20;;;;;;2021-03-08;;;;Autorisation;En instruction;;;;;;;;;;;ENGIE GREEN ESPINASSIERE 1;350806683;2022-09-21
0005107768;Chemin Haguenets Sud;60530;REMERANGLES;60;32;;2020-07-20;;;;;;2021-03-08;;;;Autorisation;En instruction;;;;;;;;;;;ENGIE GREEN ESPINASSIERE 1;350806683;2022-09-21
0005107771;FERME EOLIENNE DU MONT EN GRAINS;80241;DOMART EN PONTHIEU;80;32;;2013-06-18;;;2014-09-17;;2016-10-26;;;;;Autorisation;En instruction;;;;;;;;;;;PARC EOLIEN DU MONT EN GRAINS;;2022-07-20
0005107804;Anguilcourt;02017;ANGUILCOURT LE SART;02;32;;2012-03-01;;;;;2015-08-17;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-09-17
0005107804;Anguilcourt;02123;BRISSAY-CHOIGNY;02;32;;2012-03-01;;;;;2015-08-17;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-09-17
0005107805;ENERTRAG;02160;CHAOURSE;02;32;;2012-02-21;;;;;;2015-01-24;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-09-17
0005107809;EOLES BEAUMONT;02069;BERLISE;02;32;;2008-07-22;2009-09-29;;2012-10-11;;2013-10-14;2015-01-05;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Eoles Beaumont SAS;50237939900061;2022-10-19
0005107809;EOLES BEAUMONT;02743;LE THUEL;02;32;;2008-07-22;2009-09-29;;2012-10-11;;2013-10-14;2015-01-05;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Eoles Beaumont SAS;50237939900061;2022-10-19
0005107810;PARC EOLIEN ENERGIE LES TRENTE;60011;AMY;60;32;;2012-12-03;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energie Les Trente;49772564800065;2022-10-18
0005107810;PARC EOLIEN ENERGIE LES TRENTE;80101;BEUVRAIGNES;80;32;;2012-12-03;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energie Les Trente;49772564800065;2022-10-18
0005107810;PARC EOLIEN ENERGIE LES TRENTE;60174;CRAPEAUMESNIL;60;32;;2012-12-03;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energie Les Trente;49772564800065;2022-10-18
0005107810;PARC EOLIEN ENERGIE LES TRENTE;80467;LAUCOURT;80;32;;2012-12-03;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energie Les Trente;49772564800065;2022-10-18
0005107831;PARC EOLIEN FERME EOLIENNE DU MONT MOYEN;60131;CATHEUX;60;32;;2012-12-20;;;2015-03-25;;2017-02-13;2018-12-20;;;;Autorisation;En instruction;;;;;;;;;;;FERME EOLIENNE DU MONT MOYEN;;2022-07-20
0005107831;PARC EOLIEN FERME EOLIENNE DU MONT MOYEN;60153;CHOQUEUSE-LES-BENARDS;60;32;;2012-12-20;;;2015-03-25;;2017-02-13;2018-12-20;;;;Autorisation;En instruction;;;;;;;;;;;FERME EOLIENNE DU MONT MOYEN;;2022-07-20
0005107831;PARC EOLIEN FERME EOLIENNE DU MONT MOYEN;60161;CONTEVILLE;60;32;;2012-12-20;;;2015-03-25;;2017-02-13;2018-12-20;;;;Autorisation;En instruction;;;;;;;;;;;FERME EOLIENNE DU MONT MOYEN;;2022-07-20
0005107831;PARC EOLIEN FERME EOLIENNE DU MONT MOYEN;80241;DOMART EN PONTHIEU;80;32;;2012-12-20;;;2015-03-25;;2017-02-13;2018-12-20;;;;Autorisation;En instruction;;;;;;;;;;;FERME EOLIENNE DU MONT MOYEN;;2022-07-20
0005107832;PARC EOLIEN DE LA GARENNE;60178;CREVECOEUR LE GRAND;60;32;;2016-05-25;;;2016-10-19;;2017-02-13;2018-02-11;;;;Autorisation;En instruction;;;;;;;;;;;FERME EOLIENNE DE LA GARENNE;;2022-07-20
0005107844;PARC EOLIEN EDP RENEWABLES - Saugeuse;80642;PROUVILLE;80;32;;2011-03-02;2012-01-01;;2013-05-06;;;2012-12-26;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;48084188100034;2022-10-22
0005107848;NUR13;80601;NURLU;80;32;;2010-10-21;2011-05-30;;2013-05-06;;2022-03-01;2022-08-29;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0005107877;SAS Énergie du Blanc Mont;02454;LA MALMAISON;02;32;;2012-03-15;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-18
0005107878;Villebois;02802;LA VILLE AUX BOIS LES DIZY;02;32;;2012-02-21;;;;;2015-07-27;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-09-17
0005107909; FERME EOLIENNE DU MUGUET;60077;BLICOURT;60;32;;2010-12-16;;;2011-11-03;;2013-10-07;2015-04-01;;;;Autorisation;En instruction;;;;;;;;;;;FERME EOLIENNE DU MUGUET;;2022-07-20
0005107909; FERME EOLIENNE DU MUGUET;60365;LIHUS;60;32;;2010-12-16;;;2011-11-03;;2013-10-07;2015-04-01;;;;Autorisation;En instruction;;;;;;;;;;;FERME EOLIENNE DU MUGUET;;2022-07-20
0005107943;Parc éolien des Querterelles;02614;PONTRU;02;32;;2006-12-26;;;2010-07-06;;2011-08-16;2012-12-06;;;;Autorisation;En instruction;;;;;;;;;;;Ferme éolienne des Querterelles;52865007000030;2022-07-20
0005107943;Parc éolien des Querterelles;02615;PONTRUET;02;32;;2006-12-26;;;2010-07-06;;2011-08-16;2012-12-06;;;;Autorisation;En instruction;;;;;;;;;;;Ferme éolienne des Querterelles;52865007000030;2022-07-20
0005107943;Parc éolien des Querterelles;02808;VILLERET;02;32;;2006-12-26;;;2010-07-06;;2011-08-16;2012-12-06;;;;Autorisation;En instruction;;;;;;;;;;;Ferme éolienne des Querterelles;52865007000030;2022-07-20
0005107979;L'ALEMONT;80100;BETTENCOURT ST OUEN;80;32;;2013-07-30;2015-09-25;;2016-07-29;;2017-05-09;2018-02-23;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0005108039;EOLES FUTUR LILET SAS;02519;MONTLOUE;02;32;;2005-04-12;2006-10-09;;2006-10-10;;2007-01-01;2007-07-12;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-19
0005108041;EOLIENNES DE CLANLIEU;02629;PUISIEUX ET CLANLIEU;02;32;;2006-07-20;;;;;2017-12-04;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-04
0005108043;Société Eoliennes de l'Ourcq et Clignon;02125;BRUMETZ;02;32;;2012-06-14;;;;;2015-08-31;2016-06-24;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-05
0005108043;Société Eoliennes de l'Ourcq et Clignon;02185;CHEZY EN ORXOIS;02;32;;2012-06-14;;;;;2015-08-31;2016-06-24;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-05
0005108043;Société Eoliennes de l'Ourcq et Clignon;02679;SAINT-GENGOULPH;02;32;;2012-06-14;;;;;2015-08-31;2016-06-24;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-05
0005108055;ENERTRAG Plateau Picard IV;80285;ESSERTAUX;80;32;;2021-01-01;;;;;;2021-12-17;;;;;En instruction;;;false;false;false;;;;;;Exploitant anonymisé;;2022-10-15
0005108055;ENERTRAG Plateau Picard IV;80611;ORESMAUX;80;32;;2021-01-01;;;;;;2021-12-17;;;;;En instruction;;;false;false;false;;;;;;Exploitant anonymisé;;2022-10-15
0005108061;ENERGIE DIVONNE;02169;CHATILLON LES SONS;02;32;;2006-06-08;2007-03-30;;2008-03-28;;2015-09-14;2016-07-03;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-29
0005108061;ENERGIE DIVONNE;02547;LA NEUVILLE-HOUSSET;02;32;;2006-06-08;2007-03-30;;2008-03-28;;2015-09-14;2016-07-03;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-29
0005108061;ENERGIE DIVONNE;02460;MARCY-SOUS-MARLE;02;32;;2006-06-08;2007-03-30;;2008-03-28;;2015-09-14;2016-07-03;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-29
0005108062;Ferme Eolienne I;02169;CHATILLON LES SONS;02;32;;2006-06-08;2007-03-30;;2008-03-28;;2015-09-14;2016-07-09;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-08-23
